sim_type,pulse_shape,bin_width_ms,peak_amplitude,peak_amp_relative,overall_amplitude,position,angle,trigger,background_level,sim_det,base_det,analysis_det,num_analysis_det,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,gaussian,0.3,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,216,84,218.0545,0.9621,0.9763,217.685,143.632,1.2569,22561.38,1799.38,-999,-999,-999,-999,999.93,447.26,-999,531.81,-999,-999,-999,-999,22.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,3,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,175,125,243.624,47.1545,44.9044,241.9435,103.6671,47.483,2258.57,1798.53,-999,-999,-999,-999,999.48,59.96,-999,53.25,-999,-999,-999,-999,6.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,1,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,199,101,327.279,125.9192,77.3294,313.431,111.9061,98.9332,752.69,1798.98,-999,-999,-999,-999,999.74,34.05,-999,17.74,-999,-999,-999,-999,4.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,10.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,198,102,747.46,1.2304,1.1492,746.647,647.5604,1.7417,75173.59,5997.82,-999,-999,-999,-999,999.71,828.27,-999,970.63,-999,-999,-999,-999,22.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,192,108,767.384,1.4521,1.3406,766.256,651.4924,2.1375,75176.1,5999.01,-999,-999,-999,-999,999.91,837.27,-999,970.57,-999,-999,-999,-999,22.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,100,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,276,24,76.607,0.281,0.243,76.5905,0.332,0.2609,25060.52,599.72,-999,-999,-999,-999,1000.36,859.86,-999,1022.98,-999,-999,-999,-999,40.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,0.3,3,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,195,105,732.265,13.7741,133.3152,724.946,416.8469,139.7318,7519.71,5997.06,-999,-999,-999,-999,999.6,103.99,-999,97.1,-999,-999,-999,-999,7.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.3,1,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,187,113,868.954,341.4649,170.4105,859.644,392.9148,185.6875,2510.04,5997.17,-999,-999,-999,-999,999.61,57.31,-999,32.41,-999,-999,-999,-999,4.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,10.0,100,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,293,7,59.254,21.5669,0.2758,59.237,21.9477,0.2895,25056.93,599.51,-999,-999,-999,-999,1000.02,753.23,-999,1023.01,-999,-999,-999,-999,40.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,100,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,284,16,74.7255,0.2405,0.2032,74.718,0.2713,0.21,25062.0,599.75,-999,-999,-999,-999,1000.43,853.51,-999,1023.01,-999,-999,-999,-999,40.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
